subscription_key,month_key,customer_key,partner_id,channel,term_type,days_in_month,effective_days,licence_days,licence_months,rate_cents,billable_amount_cents,register_quantity_at_month_end,effective_quantity_at_month_end,gap_quantity,gap_amount_cents,derived,straddles_boundary,is_partial_month
S00003,2026-05,C00003,P1,partner,annual,31,31,155,5.000000,1000,5000,5,5,0,0,false,false,false
S00003,2026-06,C00003,P1,partner,annual,30,30,150,5.000000,1000,5000,5,5,0,0,false,false,false
S00004,2026-04,C00004,P2,partner,monthly,30,7,70,2.333333,1200,2800,10,10,0,0,false,false,true
S00004,2026-05,C00004,P2,partner,monthly,31,31,310,10.000000,1200,12000,10,10,0,0,false,true,false
S00004,2026-06,C00004,P2,partner,monthly,30,30,300,10.000000,1200,12000,10,10,0,0,true,true,false
S00005,2026-04,C00005,P2,partner,annual,30,8,136,4.533333,1000,4533,17,17,0,0,false,false,true
S00005,2026-05,C00005,P2,partner,annual,31,31,527,17.000000,1000,17000,12,17,5,5000,false,false,false
S00005,2026-06,C00005,P2,partner,annual,30,30,510,17.000000,1000,17000,12,17,5,5000,false,false,false
S00006,2025-03,C00006,P1,partner,annual,31,20,240,7.741935,1000,7742,12,12,0,0,false,false,true
S00006,2025-04,C00006,P1,partner,annual,30,30,360,12.000000,1000,12000,12,12,0,0,false,false,false
S00006,2025-05,C00006,P1,partner,annual,31,31,372,12.000000,1000,12000,12,12,0,0,false,false,false
S00006,2025-06,C00006,P1,partner,annual,30,30,360,12.000000,1000,12000,5,12,7,7000,false,false,false
S00006,2025-07,C00006,P1,partner,annual,31,31,372,12.000000,1000,12000,5,12,7,7000,false,false,false
S00006,2025-08,C00006,P1,partner,annual,31,31,372,12.000000,1000,12000,5,12,7,7000,false,false,false
S00006,2025-09,C00006,P1,partner,annual,30,30,360,12.000000,1000,12000,5,12,7,7000,false,false,false
S00006,2025-10,C00006,P1,partner,annual,31,31,372,12.000000,1000,12000,5,12,7,7000,false,false,false
S00006,2025-11,C00006,P1,partner,annual,30,30,360,12.000000,1000,12000,5,12,7,7000,false,false,false
S00006,2025-12,C00006,P1,partner,annual,31,31,372,12.000000,1000,12000,5,12,7,7000,false,false,false
S00006,2026-01,C00006,P1,partner,annual,31,31,372,12.000000,1000,12000,5,12,7,7000,false,false,false
S00006,2026-02,C00006,P1,partner,annual,28,28,336,12.000000,1000,12000,5,12,7,7000,false,false,false
S00006,2026-03,C00006,P1,partner,annual,31,31,232,7.483871,1000,7484,5,5,0,0,false,true,true
S00006,2026-04,C00006,P1,partner,annual,30,30,150,5.000000,1000,5000,5,5,0,0,true,false,false
S00006,2026-05,C00006,P1,partner,annual,31,31,155,5.000000,1000,5000,3,5,2,2000,true,false,false
S00006,2026-06,C00006,P1,partner,annual,30,30,150,5.000000,1000,5000,3,5,2,2000,true,false,false
S00007,2026-02,C00007,P1,partner,annual,28,16,240,8.571429,1000,8571,15,15,0,0,false,false,true
S00007,2026-03,C00007,P1,partner,annual,31,31,465,15.000000,1000,15000,15,15,0,0,false,false,false
S00007,2026-04,C00007,P1,partner,annual,30,30,450,15.000000,1000,15000,15,15,0,0,false,false,false
S00007,2026-05,C00007,P1,partner,annual,31,31,465,15.000000,1000,15000,15,15,0,0,false,false,false
S00007,2026-06,C00007,P1,partner,annual,30,30,450,15.000000,1000,15000,15,15,0,0,false,false,false
S00008,2025-10,C00008,P1,partner,annual,31,4,40,1.290323,1000,1290,10,10,0,0,false,false,true
S00008,2025-11,C00008,P1,partner,annual,30,30,300,10.000000,1000,10000,10,10,0,0,false,false,false
S00008,2025-12,C00008,P1,partner,annual,31,31,310,10.000000,1000,10000,10,10,0,0,false,false,false
S00008,2026-01,C00008,P1,partner,annual,31,31,310,10.000000,1000,10000,10,10,0,0,false,false,false
S00008,2026-02,C00008,P1,partner,annual,28,28,280,10.000000,1000,10000,10,10,0,0,false,false,false
S00008,2026-03,C00008,P1,partner,annual,31,31,310,10.000000,1000,10000,10,10,0,0,false,false,false
S00008,2026-04,C00008,P1,partner,annual,30,30,300,10.000000,1000,10000,10,10,0,0,false,false,false
S00008,2026-05,C00008,P1,partner,annual,31,31,310,10.000000,1000,10000,10,10,0,0,false,false,false
S00008,2026-06,C00008,P1,partner,annual,30,30,300,10.000000,1000,10000,10,10,0,0,false,false,false
S00009,2026-06,C00009,P1,partner,annual,30,13,325,10.833333,1000,10833,25,25,0,0,false,false,true
S00010,2026-06,C00010,DIRECT,direct,annual,30,13,5057,168.566667,1000,168567,389,389,0,0,false,false,true
S00011,2026-01,C00011,P1,partner,annual,31,9,81,2.612903,1000,2613,9,9,0,0,false,false,true
S00011,2026-02,C00011,P1,partner,annual,28,28,252,9.000000,1000,9000,9,9,0,0,false,false,false
S00011,2026-03,C00011,P1,partner,annual,31,31,279,9.000000,1000,9000,9,9,0,0,false,false,false
S00011,2026-04,C00011,P1,partner,annual,30,30,270,9.000000,1000,9000,9,9,0,0,false,false,false
S00011,2026-05,C00011,P1,partner,annual,31,31,279,9.000000,1000,9000,9,9,0,0,false,false,false
S00011,2026-06,C00011,P1,partner,annual,30,30,270,9.000000,1000,9000,9,9,0,0,false,false,false
S00012,2025-02,C00012,P2,partner,annual,28,7,189,6.750000,1000,6750,27,27,0,0,false,false,true
S00012,2025-03,C00012,P2,partner,annual,31,31,837,27.000000,1000,27000,27,27,0,0,false,false,false
S00012,2025-04,C00012,P2,partner,annual,30,30,810,27.000000,1000,27000,27,27,0,0,false,false,false
S00012,2025-05,C00012,P2,partner,annual,31,31,837,27.000000,1000,27000,27,27,0,0,false,false,false
S00012,2025-06,C00012,P2,partner,annual,30,30,810,27.000000,1000,27000,0,27,27,27000,false,false,false
S00012,2025-07,C00012,P2,partner,annual,31,31,837,27.000000,1000,27000,0,27,27,27000,false,false,false
S00012,2025-08,C00012,P2,partner,annual,31,31,837,27.000000,1000,27000,0,27,27,27000,false,false,false
S00012,2025-09,C00012,P2,partner,annual,30,30,810,27.000000,1000,27000,0,27,27,27000,false,false,false
S00012,2025-10,C00012,P2,partner,annual,31,31,837,27.000000,1000,27000,0,27,27,27000,false,false,false
S00012,2025-11,C00012,P2,partner,annual,30,30,810,27.000000,1000,27000,0,27,27,27000,false,false,false
S00012,2025-12,C00012,P2,partner,annual,31,31,837,27.000000,1000,27000,0,27,27,27000,false,false,false
S00012,2026-01,C00012,P2,partner,annual,31,31,837,27.000000,1000,27000,0,27,27,27000,false,false,false
S00012,2026-02,C00012,P2,partner,annual,28,21,567,20.250000,1000,20250,0,0,0,0,false,false,true
S00013,2025-05,C00013,P1,partner,annual,31,2,4,0.129032,1000,129,2,2,0,0,false,false,true
S00013,2025-06,C00013,P1,partner,annual,30,30,66,2.200000,1000,2200,3,3,0,0,false,false,true
S00013,2025-07,C00013,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2025-08,C00013,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2025-09,C00013,P1,partner,annual,30,30,90,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2025-10,C00013,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2025-11,C00013,P1,partner,annual,30,30,90,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2025-12,C00013,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2026-01,C00013,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2026-02,C00013,P1,partner,annual,28,28,84,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2026-03,C00013,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2026-04,C00013,P1,partner,annual,30,30,90,3.000000,1000,3000,3,3,0,0,false,false,false
S00013,2026-05,C00013,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,true,false
S00013,2026-06,C00013,P1,partner,annual,30,30,90,3.000000,1000,3000,3,3,0,0,true,false,false
S00014,2024-07,C00014,P1,partner,annual,31,27,405,13.064516,1000,13065,15,15,0,0,false,false,true
S00014,2024-08,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2024-09,C00014,P1,partner,annual,30,30,450,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2024-10,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2024-11,C00014,P1,partner,annual,30,30,450,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2024-12,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2025-01,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2025-02,C00014,P1,partner,annual,28,28,420,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2025-03,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2025-04,C00014,P1,partner,annual,30,30,450,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2025-05,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2025-06,C00014,P1,partner,annual,30,30,450,15.000000,1000,15000,15,15,0,0,false,false,false
S00014,2025-07,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,15,15,0,0,false,true,false
S00014,2025-08,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,9,15,6,6000,true,false,false
S00014,2025-09,C00014,P1,partner,annual,30,30,450,15.000000,1000,15000,9,15,6,6000,true,false,false
S00014,2025-10,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,9,15,6,6000,true,false,false
S00014,2025-11,C00014,P1,partner,annual,30,30,450,15.000000,1000,15000,9,15,6,6000,true,false,false
S00014,2025-12,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,9,15,6,6000,true,false,false
S00014,2026-01,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,9,15,6,6000,true,false,false
S00014,2026-02,C00014,P1,partner,annual,28,28,420,15.000000,1000,15000,9,15,6,6000,true,false,false
S00014,2026-03,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,9,15,6,6000,true,false,false
S00014,2026-04,C00014,P1,partner,annual,30,30,450,15.000000,1000,15000,9,15,6,6000,true,false,false
S00014,2026-05,C00014,P1,partner,annual,31,31,465,15.000000,1000,15000,0,15,15,15000,true,false,false
S00014,2026-06,C00014,P1,partner,annual,30,30,450,15.000000,1000,15000,0,15,15,15000,true,false,false
S00015,2025-11,C00015,P1,partner,annual,30,4,20,0.666667,1000,667,5,5,0,0,false,false,true
S00015,2025-12,C00015,P1,partner,annual,31,31,155,5.000000,1000,5000,5,5,0,0,false,false,false
S00015,2026-01,C00015,P1,partner,annual,31,31,155,5.000000,1000,5000,5,5,0,0,false,false,false
S00015,2026-02,C00015,P1,partner,annual,28,28,140,5.000000,1000,5000,5,5,0,0,false,false,false
S00015,2026-03,C00015,P1,partner,annual,31,31,155,5.000000,1000,5000,5,5,0,0,false,false,false
S00015,2026-04,C00015,P1,partner,annual,30,30,150,5.000000,1000,5000,5,5,0,0,false,false,false
S00015,2026-05,C00015,P1,partner,annual,31,31,155,5.000000,1000,5000,5,5,0,0,false,false,false
S00015,2026-06,C00015,P1,partner,annual,30,30,150,5.000000,1000,5000,5,5,0,0,false,false,false
S00016,2026-02,C00015,P1,partner,annual,28,15,150,5.357143,1000,5357,10,10,0,0,false,false,true
S00016,2026-03,C00015,P1,partner,annual,31,31,310,10.000000,1000,10000,10,10,0,0,false,false,false
S00016,2026-04,C00015,P1,partner,annual,30,30,300,10.000000,1000,10000,10,10,0,0,false,false,false
S00016,2026-05,C00015,P1,partner,annual,31,31,310,10.000000,1000,10000,10,10,0,0,false,false,false
S00016,2026-06,C00015,P1,partner,annual,30,30,300,10.000000,1000,10000,10,10,0,0,false,false,false
S00017,2026-06,C00016,P1,partner,annual,30,6,36,1.200000,1000,1200,6,6,0,0,false,false,true
S00018,2024-11,C00017,P3,partner,annual,30,11,77,2.566667,1000,2567,7,7,0,0,false,false,true
S00018,2024-12,C00017,P3,partner,annual,31,31,217,7.000000,1000,7000,7,7,0,0,false,false,false
S00018,2025-01,C00017,P3,partner,annual,31,31,217,7.000000,1000,7000,7,7,0,0,false,false,false
S00018,2025-02,C00017,P3,partner,annual,28,28,196,7.000000,1000,7000,7,7,0,0,false,false,false
S00018,2025-03,C00017,P3,partner,annual,31,31,217,7.000000,1000,7000,7,7,0,0,false,false,false
S00018,2025-04,C00017,P3,partner,annual,30,30,210,7.000000,1000,7000,7,7,0,0,false,false,false
S00018,2025-05,C00017,P3,partner,annual,31,31,217,7.000000,1000,7000,7,7,0,0,false,false,false
S00018,2025-06,C00017,P3,partner,annual,30,30,210,7.000000,1000,7000,7,7,0,0,false,false,false
S00018,2025-07,C00017,P3,partner,annual,31,31,217,7.000000,1000,7000,4,7,3,3000,false,false,false
S00018,2025-08,C00017,P3,partner,annual,31,31,217,7.000000,1000,7000,4,7,3,3000,false,false,false
S00018,2025-09,C00017,P3,partner,annual,30,30,210,7.000000,1000,7000,4,7,3,3000,false,false,false
S00018,2025-10,C00017,P3,partner,annual,31,31,217,7.000000,1000,7000,4,7,3,3000,false,false,false
S00018,2025-11,C00017,P3,partner,annual,30,30,177,5.900000,1000,5900,4,4,0,0,false,true,true
S00018,2025-12,C00017,P3,partner,annual,31,31,124,4.000000,1000,4000,4,4,0,0,true,false,false
S00018,2026-01,C00017,P3,partner,annual,31,31,124,4.000000,1000,4000,4,4,0,0,true,false,false
S00018,2026-02,C00017,P3,partner,annual,28,28,112,4.000000,1000,4000,4,4,0,0,true,false,false
S00018,2026-03,C00017,P3,partner,annual,31,31,124,4.000000,1000,4000,4,4,0,0,true,false,false
S00018,2026-04,C00017,P3,partner,annual,30,30,120,4.000000,1000,4000,4,4,0,0,true,false,false
S00018,2026-05,C00017,P3,partner,annual,31,31,124,4.000000,1000,4000,4,4,0,0,true,false,false
S00018,2026-06,C00017,P3,partner,annual,30,30,120,4.000000,1000,4000,4,4,0,0,true,false,false
S00019,2025-11,C00018,P1,partner,annual,30,5,10,0.333333,1000,333,2,2,0,0,false,false,true
S00019,2025-12,C00018,P1,partner,annual,31,31,62,2.000000,1000,2000,2,2,0,0,false,false,false
S00019,2026-01,C00018,P1,partner,annual,31,31,62,2.000000,1000,2000,2,2,0,0,false,false,false
S00019,2026-02,C00018,P1,partner,annual,28,28,56,2.000000,1000,2000,2,2,0,0,false,false,false
S00019,2026-03,C00018,P1,partner,annual,31,31,62,2.000000,1000,2000,2,2,0,0,false,false,false
S00019,2026-04,C00018,P1,partner,annual,30,30,60,2.000000,1000,2000,2,2,0,0,false,false,false
S00019,2026-05,C00018,P1,partner,annual,31,31,62,2.000000,1000,2000,2,2,0,0,false,false,false
S00019,2026-06,C00018,P1,partner,annual,30,30,60,2.000000,1000,2000,2,2,0,0,false,false,false
S00020,2025-07,C00019,P2,partner,monthly,31,14,84,2.709677,1200,3252,6,6,0,0,false,false,true
S00020,2025-08,C00019,P2,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,false,true,false
S00020,2025-09,C00019,P2,partner,monthly,30,30,180,6.000000,1200,7200,6,6,0,0,true,true,false
S00020,2025-10,C00019,P2,partner,monthly,31,31,234,7.548387,1200,9058,9,9,0,0,true,true,true
S00020,2025-11,C00019,P2,partner,monthly,30,30,270,9.000000,1200,10800,9,9,0,0,true,true,false
S00020,2025-12,C00019,P2,partner,monthly,31,31,279,9.000000,1200,10800,9,9,0,0,true,true,false
S00020,2026-01,C00019,P2,partner,monthly,31,31,279,9.000000,1200,10800,9,9,0,0,true,true,false
S00020,2026-02,C00019,P2,partner,monthly,28,28,252,9.000000,1200,10800,9,9,0,0,true,true,false
S00020,2026-03,C00019,P2,partner,monthly,31,31,279,9.000000,1200,10800,9,9,0,0,true,true,false
S00020,2026-04,C00019,P2,partner,monthly,30,30,270,9.000000,1200,10800,9,9,0,0,true,true,false
S00020,2026-05,C00019,P2,partner,monthly,31,31,279,9.000000,1200,10800,9,9,0,0,true,true,false
S00020,2026-06,C00019,P2,partner,monthly,30,30,270,9.000000,1200,10800,9,9,0,0,true,true,false
S00021,2025-11,C00020,P1,partner,annual,30,20,60,2.000000,1000,2000,3,3,0,0,false,false,true
S00021,2025-12,C00020,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00021,2026-01,C00020,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00021,2026-02,C00020,P1,partner,annual,28,28,84,3.000000,1000,3000,3,3,0,0,false,false,false
S00021,2026-03,C00020,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00021,2026-04,C00020,P1,partner,annual,30,30,90,3.000000,1000,3000,3,3,0,0,false,false,false
S00021,2026-05,C00020,P1,partner,annual,31,31,93,3.000000,1000,3000,3,3,0,0,false,false,false
S00021,2026-06,C00020,P1,partner,annual,30,30,90,3.000000,1000,3000,3,3,0,0,false,false,false
S00022,2025-08,C00021,P2,partner,monthly,31,21,84,2.709677,1200,3252,4,4,0,0,false,false,true
S00022,2025-09,C00021,P2,partner,monthly,30,30,120,4.000000,1200,4800,4,4,0,0,false,true,false
S00022,2025-10,C00021,P2,partner,monthly,31,31,124,4.000000,1200,4800,4,4,0,0,true,true,false
S00022,2025-11,C00021,P2,partner,monthly,30,30,120,4.000000,1200,4800,4,4,0,0,true,true,false
S00022,2025-12,C00021,P2,partner,monthly,31,31,124,4.000000,1200,4800,4,4,0,0,true,true,false
S00022,2026-01,C00021,P2,partner,monthly,31,31,124,4.000000,1200,4800,4,4,0,0,true,true,false
S00022,2026-02,C00021,P2,partner,monthly,28,28,112,4.000000,1200,4800,4,4,0,0,true,true,false
S00022,2026-03,C00021,P2,partner,monthly,31,31,124,4.000000,1200,4800,4,4,0,0,true,true,false
S00022,2026-04,C00021,P2,partner,monthly,30,30,120,4.000000,1200,4800,4,4,0,0,true,true,false
S00022,2026-05,C00021,P2,partner,monthly,31,31,124,4.000000,1200,4800,4,4,0,0,true,true,false
S00022,2026-06,C00021,P2,partner,monthly,30,30,120,4.000000,1200,4800,4,4,0,0,true,true,false
S00023,2025-08,C00022,P1,partner,annual,31,14,98,3.161290,1000,3161,7,7,0,0,false,false,true
S00023,2025-09,C00022,P1,partner,annual,30,30,210,7.000000,1000,7000,7,7,0,0,false,false,false
S00023,2025-10,C00022,P1,partner,annual,31,31,217,7.000000,1000,7000,7,7,0,0,false,false,false
S00023,2025-11,C00022,P1,partner,annual,30,30,210,7.000000,1000,7000,7,7,0,0,false,false,false
S00023,2025-12,C00022,P1,partner,annual,31,31,217,7.000000,1000,7000,7,7,0,0,false,false,false
S00023,2026-01,C00022,P1,partner,annual,31,31,263,8.483871,1000,8484,9,9,0,0,false,false,true
S00023,2026-02,C00022,P1,partner,annual,28,28,252,9.000000,1000,9000,9,9,0,0,false,false,false
S00023,2026-03,C00022,P1,partner,annual,31,31,279,9.000000,1000,9000,9,9,0,0,false,false,false
S00023,2026-04,C00022,P1,partner,annual,30,30,270,9.000000,1000,9000,9,9,0,0,false,false,false
S00023,2026-05,C00022,P1,partner,annual,31,31,279,9.000000,1000,9000,9,9,0,0,false,false,false
S00023,2026-06,C00022,P1,partner,annual,30,30,270,9.000000,1000,9000,9,9,0,0,false,false,false
S00024,2026-02,C00022,P1,partner,annual,28,13,520,18.571429,1000,18571,40,40,0,0,false,false,true
S00024,2026-03,C00022,P1,partner,annual,31,31,1240,40.000000,1000,40000,40,40,0,0,false,false,false
S00024,2026-04,C00022,P1,partner,annual,30,30,1200,40.000000,1000,40000,40,40,0,0,false,false,false
S00024,2026-05,C00022,P1,partner,annual,31,31,1240,40.000000,1000,40000,40,40,0,0,false,false,false
S00024,2026-06,C00022,P1,partner,annual,30,30,1200,40.000000,1000,40000,40,40,0,0,false,false,false
S00025,2024-09,C00023,P1,partner,monthly,30,18,144,4.800000,1200,5760,8,8,0,0,false,false,true
S00025,2024-10,C00023,P1,partner,monthly,31,31,248,8.000000,1200,9600,8,8,0,0,false,true,false
S00025,2024-11,C00023,P1,partner,monthly,30,30,240,8.000000,1200,9600,8,8,0,0,true,true,false
S00025,2024-12,C00023,P1,partner,monthly,31,31,248,8.000000,1200,9600,6,8,2,2400,true,true,false
S00025,2025-01,C00023,P1,partner,monthly,31,31,210,6.774194,1200,8129,6,6,0,0,true,true,true
S00025,2025-02,C00023,P1,partner,monthly,28,28,168,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-03,C00023,P1,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-04,C00023,P1,partner,monthly,30,30,180,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-05,C00023,P1,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-06,C00023,P1,partner,monthly,30,30,180,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-07,C00023,P1,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-08,C00023,P1,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-09,C00023,P1,partner,monthly,30,30,180,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-10,C00023,P1,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-11,C00023,P1,partner,monthly,30,30,180,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2025-12,C00023,P1,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2026-01,C00023,P1,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2026-02,C00023,P1,partner,monthly,28,28,168,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2026-03,C00023,P1,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2026-04,C00023,P1,partner,monthly,30,30,180,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2026-05,C00023,P1,partner,monthly,31,31,186,6.000000,1200,7200,6,6,0,0,true,true,false
S00025,2026-06,C00023,P1,partner,monthly,30,30,180,6.000000,1200,7200,6,6,0,0,true,true,false
S00026,2025-11,C00024,P1,partner,annual,30,7,42,1.400000,1000,1400,6,6,0,0,false,false,true
S00026,2025-12,C00024,P1,partner,annual,31,31,186,6.000000,1000,6000,6,6,0,0,false,false,false
S00026,2026-01,C00024,P1,partner,annual,31,31,186,6.000000,1000,6000,6,6,0,0,false,false,false
S00026,2026-02,C00024,P1,partner,annual,28,28,168,6.000000,1000,6000,6,6,0,0,false,false,false
S00026,2026-03,C00024,P1,partner,annual,31,31,186,6.000000,1000,6000,6,6,0,0,false,false,false
S00026,2026-04,C00024,P1,partner,annual,30,30,180,6.000000,1000,6000,6,6,0,0,false,false,false
S00026,2026-05,C00024,P1,partner,annual,31,31,186,6.000000,1000,6000,6,6,0,0,false,false,false
S00026,2026-06,C00024,P1,partner,annual,30,30,180,6.000000,1000,6000,6,6,0,0,false,false,false
S00027,2025-04,C00025,P2,partner,annual,30,5,30,1.000000,1000,1000,6,6,0,0,false,false,true
S00027,2025-05,C00025,P2,partner,annual,31,31,186,6.000000,1000,6000,6,6,0,0,false,false,false
S00027,2025-06,C00025,P2,partner,annual,30,30,180,6.000000,1000,6000,6,6,0,0,false,false,false
S00027,2025-07,C00025,P2,partner,annual,31,31,186,6.000000,1000,6000,6,6,0,0,false,false,false
S00027,2025-08,C00025,P2,partner,annual,31,31,186,6.000000,1000,6000,6,6,0,0,false,false,false
S00027,2025-09,C00025,P2,partner,annual,30,30,180,6.000000,1000,6000,6,6,0,0,false,false,false
S00027,2025-10,C00025,P2,partner,annual,31,31,210,6.774194,1000,6774,8,8,0,0,false,false,true
S00027,2025-11,C00025,P2,partner,annual,30,30,240,8.000000,1000,8000,0,8,8,8000,false,false,false
S00027,2025-12,C00025,P2,partner,annual,31,31,248,8.000000,1000,8000,0,8,8,8000,false,false,false
S00027,2026-01,C00025,P2,partner,annual,31,31,248,8.000000,1000,8000,0,8,8,8000,false,false,false
S00027,2026-02,C00025,P2,partner,annual,28,28,224,8.000000,1000,8000,0,8,8,8000,false,false,false
S00027,2026-03,C00025,P2,partner,annual,31,31,248,8.000000,1000,8000,0,8,8,8000,false,false,false
S00027,2026-04,C00025,P2,partner,annual,30,25,200,6.666667,1000,6667,0,0,0,0,false,false,true
S00028,2026-03,C00026,P3,partner,annual,31,31,341,11.000000,1000,11000,11,11,0,0,false,false,false
S00028,2026-04,C00026,P3,partner,annual,30,30,330,11.000000,1000,11000,11,11,0,0,false,false,false
S00028,2026-05,C00026,P3,partner,annual,31,31,341,11.000000,1000,11000,11,11,0,0,false,false,false
S00028,2026-06,C00026,P3,partner,annual,30,30,330,11.000000,1000,11000,11,11,0,0,false,false,false
S00029,2026-03,C00027,P1,partner,annual,31,15,195,6.290323,1000,6290,5,13,8,8000,false,false,true
S00029,2026-04,C00027,P1,partner,annual,30,30,390,13.000000,1000,13000,5,13,8,8000,false,false,false
S00029,2026-05,C00027,P1,partner,annual,31,31,403,13.000000,1000,13000,5,13,8,8000,false,false,false
S00029,2026-06,C00027,P1,partner,annual,30,30,390,13.000000,1000,13000,5,13,8,8000,false,false,false
S00030,2025-11,C00028,P2,partner,annual,30,26,234,7.800000,1000,7800,9,9,0,0,false,false,true
S00030,2025-12,C00028,P2,partner,annual,31,31,279,9.000000,1000,9000,9,9,0,0,false,false,false
